ICS_ID,ORG_Entity,Cleaned_Entity,entity_lower,Is_Academic,Lemma_Entity,Lemma_Cleaned,Matched_Category
021216ce-bda7-4662-8399-c777c57d2779,Muzeum Etnograficznym w Toruniu,Muzeum Etnograficznym w Toruniu,muzeum etnograficznym w toruniu,False,muzeum etnograficzny w Toruń,muzeum etnograficzny w Toruń,Cultural Institution / Arts
021216ce-bda7-4662-8399-c777c57d2779,Galeria im. Sleńdzińskich w Białymstoku,Galeria im. Sleńdzińskich w Białymstoku,galeria im. sleńdzińskich w białymstoku,False,galeria on . sleńdziński w Białystok,galeria on . sleńdziński w Białystok,Cultural Institution / Arts
021216ce-bda7-4662-8399-c777c57d2779,NGO,NGO,ngo,False,nno,nno,NGO / Association / Foundation
02296ce6-c6f7-48cf-9179-68a865c9db2d,Międzynarodowego Stowarzyszenia Studiów Polonistycznych,Międzynarodowego Stowarzyszenia Studiów Polonistycznych,międzynarodowego stowarzyszenia studiów polonistycznych,False,międzynarodowy stowarzyszenie studia polonistyczny,międzynarodowy stowarzyszenie studia polonistyczny,Government / Public Administration
02a466ea-c64e-4c35-bb90-4af8af5b2b5f,Grupy Producentów Rolnych Brzost - Eko Sp. z. o.o.,Grupy Producentów Rolnych Brzost - Eko Sp. z. o.o.,grupy producentów rolnych brzost - eko sp. z. o.o.,False,grupa producent rolny brzost - eko Sp . z . ograniczona_odpowiedzialność .,grupa producent rolny brzost - eko Sp . z . ograniczona_odpowiedzialność .,Company / Business
02a466ea-c64e-4c35-bb90-4af8af5b2b5f,Grupę Producentów Rolnych Brzost - Eko Sp.,Grupę Producentów Rolnych Brzost - Eko Sp.,grupę producentów rolnych brzost - eko sp.,False,grupa producent rolny brzost - eko Sp .,grupa producent rolny brzost - eko Sp .,Company / Business
02c005d3-2291-4cea-bfd5-f5cf9e555d98,Archiwum Kraju Związkowego Salzburg,Archiwum Kraju Związkowego Salzburg,archiwum kraju związkowego salzburg,False,archiwum kraj związkowy salzburg,archiwum kraj związkowy salzburg,Government / Public Administration
02c005d3-2291-4cea-bfd5-f5cf9e555d98,Ambasada RP w Wiedniu,Ambasada RP w Wiedniu,ambasada rp w wiedniu,False,ambasada RP w Wiedeń,ambasada RP w Wiedeń,Government / Public Administration
02c005d3-2291-4cea-bfd5-f5cf9e555d98,Oberpinzgau,Oberpinzgau,oberpinzgau,False,oberpinzgau,oberpinzgau,Government / Public Administration
02c005d3-2291-4cea-bfd5-f5cf9e555d98,Sejmu Krajowego Salzburga,Sejmu Krajowego Salzburga,sejmu krajowego salzburga,False,sejm krajowy salzburga,sejm krajowy salzburga,Government / Public Administration
02ccc353-72f3-4e48-b9a1-a7688835d32b,NGO,NGO,ngo,False,nno,nno,NGO / Association / Foundation
031c7df7-f84a-4322-bccf-eb23191e5d13,Practical Museum,Practical Museum,practical museum,False,practical museum,practical museum,Cultural Institution / Arts
031c7df7-f84a-4322-bccf-eb23191e5d13,“Azret Sultan” State Historical and Cultural Reserve-Museum,Azret Sultan” State Historical and Cultural Reserve-Museum,azret sultan” state historical and cultural reserve-museum,False,azret sultan ” state historical and cultural reserve - museum,azret sultan ” state historical and cultural reserve - museum,Cultural Institution / Arts
031c7df7-f84a-4322-bccf-eb23191e5d13,Archeological Museum,Archeological Museum,archeological museum,False,archeological museum,archeological museum,Cultural Institution / Arts
031c7df7-f84a-4322-bccf-eb23191e5d13,Khoja Akhmet Yassawi International Kazakh,Khoja Akhmet Yassawi International Kazakh,khoja akhmet yassawi international kazakh,False,khoja akhmet aassawi International kazakh,khoja akhmet aassawi International kazakh,International Organization / EU
031c7df7-f84a-4322-bccf-eb23191e5d13,„Preservation of Tangible and Intangible Cultural Heritage,Preservation of Tangible and Intangible Cultural Heritage,preservation of tangible and intangible cultural heritage,False,preservation of tangible and intangible cultural heritage,preservation of tangible and intangible cultural heritage,Cultural Institution / Arts
031c7df7-f84a-4322-bccf-eb23191e5d13,Cultural Heritage Week,Cultural Heritage Week,cultural heritage week,False,cultural heritage week,cultural heritage week,Cultural Institution / Arts
0333ac8f-0dec-4502-b723-bb2ebd27e77f,Europejskie Towarzystwo Żywienia Pozajelitowego i Dojelitowego,Europejskie Towarzystwo Żywienia Pozajelitowego i Dojelitowego,europejskie towarzystwo żywienia pozajelitowego i dojelitowego,False,europejski towarzystwo żywienia pozajelitowy i dojelitowy,europejski towarzystwo żywienia pozajelitowy i dojelitowy,NGO / Association / Foundation
0333ac8f-0dec-4502-b723-bb2ebd27e77f,Europejskiego,Europejskiego,europejskiego,False,europejski,europejski,International Organization / EU
033c8a5e-2fc4-43c2-9035-1804f21e9cc1,P5 Sztabu Generalnego WP,P5 Sztabu Generalnego WP,p5 sztabu generalnego wp,False,P5 sztab generalny WP,P5 sztab generalny WP,Government / Public Administration
033c8a5e-2fc4-43c2-9035-1804f21e9cc1,Starego Urządzenia Polskiego,Starego Urządzenia Polskiego,starego urządzenia polskiego,False,Stary urządzenie polski,Stary urządzenie polski,Government / Public Administration
0340878a-5468-4fd8-88da-6822a72c7f12,Europejskiej Tablicy Wyników Innowacji European Innovation Scoreboard,Europejskiej Tablicy Wyników Innowacji European Innovation Scoreboard,europejskiej tablicy wyników innowacji european innovation scoreboard,False,europejski tablica wynik innowacji european innovation scoreboard,europejski tablica wynik innowacji european innovation scoreboard,NGO / Association / Foundation
0340878a-5468-4fd8-88da-6822a72c7f12,UEKat Polska,UEKat Polska,uekat polska,False,uekat Polska,uekat Polska,International Organization / EU
0340878a-5468-4fd8-88da-6822a72c7f12,Światową Organizację Pracy,Światową Organizację Pracy,światową organizację pracy,False,światową organizacja praca,światową organizacja praca,International Organization / EU
0341bcd6-d7fa-4cea-8cab-bed15ddf428e,Europejska Federacja Mistrzów Kominiarskich,Europejska Federacja Mistrzów Kominiarskich,europejska federacja mistrzów kominiarskich,False,europejski federacja mistrz kominiarski,europejski federacja mistrz kominiarski,NGO / Association / Foundation
0341bcd6-d7fa-4cea-8cab-bed15ddf428e,Federacja,Federacja,federacja,False,federacja,federacja,NGO / Association / Foundation
03433790-6ee4-49e2-8574-2fdf191c4866,Wirtualnego Muzeum Europejskiego Romantyzmu,Wirtualnego Muzeum Europejskiego Romantyzmu,wirtualnego muzeum europejskiego romantyzmu,False,wirtualny muzeum europejski romantyzm,wirtualny muzeum europejski romantyzm,Cultural Institution / Arts
03433790-6ee4-49e2-8574-2fdf191c4866,Instytucie Teatralnym,Instytucie Teatralnym,instytucie teatralnym,False,instytut Teatralny,instytut Teatralny,Cultural Institution / Arts
03433790-6ee4-49e2-8574-2fdf191c4866,Teatr Ateneum,Teatr Ateneum,teatr ateneum,False,teatr ateneum,teatr ateneum,Cultural Institution / Arts
0371053d-7d6a-4a58-ac83-0327f07a7d7f,Ueckermünde,Ueckermünde,ueckermünde,False,ueckermünde,ueckermünde,International Organization / EU
037866ed-21b4-458f-b658-01cd38331324,Oddział Polskiego Towarzystwa Historycznego w Krakowie,Oddział Polskiego Towarzystwa Historycznego w Krakowie,oddział polskiego towarzystwa historycznego w krakowie,False,oddział polski towarzystwo historyczny w Kraków,oddział polski towarzystwo historyczny w Kraków,NGO / Association / Foundation
037866ed-21b4-458f-b658-01cd38331324,Wydawnictwa „Libra”,Wydawnictwa „Libra,wydawnictwa „libra,False,wydawnictwo „ libra,wydawnictwo „ libra,Media / Publishing
037866ed-21b4-458f-b658-01cd38331324,II Rzeczypospolitej,II Rzeczypospolitej,ii rzeczypospolitej,False,II Rzeczpospolita,II Rzeczpospolita,Government / Public Administration
037866ed-21b4-458f-b658-01cd38331324,II Rzeczypospolitej,II Rzeczypospolitej,ii rzeczypospolitej,False,II Rzeczpospolita,II Rzeczpospolita,Government / Public Administration
03821e3d-73e7-41d3-a2b0-7cf96b6a1236,United Nations Framework Convention,United Nations Framework Convention,united nations framework convention,False,United nations framework convention,United nations framework convention,International Organization / EU
03c05ae8-25f0-4b27-ae9e-8f7e203246a8,Szkołę,Szkołę,szkołę,False,szkoła,szkoła,Education (non-university)
03c05ae8-25f0-4b27-ae9e-8f7e203246a8,Stowarzyszeniem Edukacji Krytycznej,Stowarzyszeniem Edukacji Krytycznej,stowarzyszeniem edukacji krytycznej,False,stowarzyszenie edukacja krytyczna,stowarzyszenie edukacja krytyczna,NGO / Association / Foundation
03c05ae8-25f0-4b27-ae9e-8f7e203246a8,Studiów Podyplomowych Nauczania Języka Polskiego,Studiów Podyplomowych Nauczania Języka Polskiego,studiów podyplomowych nauczania języka polskiego,False,studia podyplomowy nauczania język polski,studia podyplomowy nauczania język polski,Education (non-university)
03db09ca-7713-4417-8a39-8cdcdd4b0b2e,unijnych,unijnych,unijnych,False,unijny,unijny,International Organization / EU
041ae256-acbc-40f6-a067-cecfa8dd68f4,Dziale Technologicznym,Dziale Technologicznym,dziale technologicznym,False,dziale technologiczny,dziale technologiczny,Company / Business
