ICS_ID,ORG_Entity,Matched_Category
03433790-6ee4-49e2-8574-2fdf191c4866,Teatr Ateneum,Cultural Institution / Arts
03433790-6ee4-49e2-8574-2fdf191c4866,Instytucie Teatralnym,Cultural Institution / Arts
03433790-6ee4-49e2-8574-2fdf191c4866,Electric Summer Scholl,Education (non-university)
03433790-6ee4-49e2-8574-2fdf191c4866,Polskiego PEN CLUBU,NGO / Association / Foundation
03433790-6ee4-49e2-8574-2fdf191c4866,Wirtualnego Muzeum Europejskiego Romantyzmu,Cultural Institution / Arts
03433790-6ee4-49e2-8574-2fdf191c4866,NBR,Other / Unclear
0371053d-7d6a-4a58-ac83-0327f07a7d7f,Ueckermünde,International Organization / EU
0371053d-7d6a-4a58-ac83-0327f07a7d7f,Ministerstwa Spraw Zagranicznych,Government / Public Administration
0371053d-7d6a-4a58-ac83-0327f07a7d7f,Ministerstwo Spraw Zagranicznych RP,Government / Public Administration
0371053d-7d6a-4a58-ac83-0327f07a7d7f,„Polska”,Other / Unclear
0371053d-7d6a-4a58-ac83-0327f07a7d7f,SMP2a,Other / Unclear
0371053d-7d6a-4a58-ac83-0327f07a7d7f,Polską Fundacją Narodową,Government / Public Administration
0371053d-7d6a-4a58-ac83-0327f07a7d7f,Orkiestry Filharmonii Lwowskiej,Cultural Institution / Arts
037866ed-21b4-458f-b658-01cd38331324,II Rzeczypospolitej,Government / Public Administration
037866ed-21b4-458f-b658-01cd38331324,Wydawnictwa „Libra”,Media / Publishing
037866ed-21b4-458f-b658-01cd38331324,Oddział Polskiego Towarzystwa Historycznego w Krakowie,NGO / Association / Foundation
037866ed-21b4-458f-b658-01cd38331324,Wydawnictwa,Media / Publishing
037866ed-21b4-458f-b658-01cd38331324,Oddział Polskiego Towarzystwa Historycznego,NGO / Association / Foundation
03821e3d-73e7-41d3-a2b0-7cf96b6a1236,Norwegian Environment Agency,Government / Public Administration
03821e3d-73e7-41d3-a2b0-7cf96b6a1236,WGMS National Correspondent,Other / Unclear
03821e3d-73e7-41d3-a2b0-7cf96b6a1236,CSP UŚ,Other / Unclear
03821e3d-73e7-41d3-a2b0-7cf96b6a1236,United Nations Framework Convention,International Organization / EU
03821e3d-73e7-41d3-a2b0-7cf96b6a1236,UNFCCC,International Organization / EU
03821e3d-73e7-41d3-a2b0-7cf96b6a1236,WGMS,International Organization / EU
03821e3d-73e7-41d3-a2b0-7cf96b6a1236,World Meteorological Organization,International Organization / EU
03821e3d-73e7-41d3-a2b0-7cf96b6a1236,Svalbardu,Other / Unclear
03821e3d-73e7-41d3-a2b0-7cf96b6a1236,UNF,International Organization / EU
03821e3d-73e7-41d3-a2b0-7cf96b6a1236,European Environment Agency,International Organization / EU
03821e3d-73e7-41d3-a2b0-7cf96b6a1236,Gądka,Other / Unclear
03821e3d-73e7-41d3-a2b0-7cf96b6a1236,Climate Change,Other / Unclear
03821e3d-73e7-41d3-a2b0-7cf96b6a1236,United Nations,International Organization / EU
03bbc369-6d46-4c83-9039-80c70124582f,Głównym Konserwatorem Przyrody,Government / Public Administration
03bbc369-6d46-4c83-9039-80c70124582f,Ministerstwa Środowiska,Government / Public Administration
03bbc369-6d46-4c83-9039-80c70124582f,Ministerstwu Środowiska,Government / Public Administration
03c05ae8-25f0-4b27-ae9e-8f7e203246a8,JPJO,Other / Unclear
03c05ae8-25f0-4b27-ae9e-8f7e203246a8,Szkołę,Education (non-university)
03c05ae8-25f0-4b27-ae9e-8f7e203246a8,Zakładu Językoznawstwa Stosowanego,Other / Unclear
03c05ae8-25f0-4b27-ae9e-8f7e203246a8,Szkoły,Education (non-university)
03c05ae8-25f0-4b27-ae9e-8f7e203246a8,Kompetenz- und Koordinationszentrum Polnisch,International Organization / EU
03c05ae8-25f0-4b27-ae9e-8f7e203246a8,Studiów Podyplomowych Nauczania Języka Polskiego,Education (non-university)
03c05ae8-25f0-4b27-ae9e-8f7e203246a8,KoKoPol,Company / Business
03c05ae8-25f0-4b27-ae9e-8f7e203246a8,uni,International Organization / EU
03c05ae8-25f0-4b27-ae9e-8f7e203246a8,zkołę,Other / Unclear
03c05ae8-25f0-4b27-ae9e-8f7e203246a8,Stowarzyszeniem Edukacji Krytycznej,NGO / Association / Foundation
03c05ae8-25f0-4b27-ae9e-8f7e203246a8,SJPiK,NGO / Association / Foundation
03c05ae8-25f0-4b27-ae9e-8f7e203246a8,Zakładu,Other / Unclear
03c05ae8-25f0-4b27-ae9e-8f7e203246a8,IFP UWr,Other / Unclear
03db09ca-7713-4417-8a39-8cdcdd4b0b2e,Ochrony Wód i Gospodarki Odpadami,Government / Public Administration
03db09ca-7713-4417-8a39-8cdcdd4b0b2e,MBK,Company / Business
03db09ca-7713-4417-8a39-8cdcdd4b0b2e,UMG,Other / Unclear
03db09ca-7713-4417-8a39-8cdcdd4b0b2e,Przedsiębiorcza Polska Wschodnia,Other / Unclear
03db09ca-7713-4417-8a39-8cdcdd4b0b2e,PO Polska Wschodnia,Other / Unclear
03db09ca-7713-4417-8a39-8cdcdd4b0b2e,unijnych,International Organization / EU
041ae256-acbc-40f6-a067-cecfa8dd68f4,ChM sp. z o.o.,Company / Business
041ae256-acbc-40f6-a067-cecfa8dd68f4,UwB,Other / Unclear
041ae256-acbc-40f6-a067-cecfa8dd68f4,Centrum Badawczo-Rozwojowe,Other / Unclear
041ae256-acbc-40f6-a067-cecfa8dd68f4,ChM,Company / Business
041ae256-acbc-40f6-a067-cecfa8dd68f4,TÜV Rheinland,Company / Business
041ae256-acbc-40f6-a067-cecfa8dd68f4,ChM z o.o.,Company / Business
041ae256-acbc-40f6-a067-cecfa8dd68f4,Technologi,Company / Business
041ae256-acbc-40f6-a067-cecfa8dd68f4,ChM”,Other / Unclear
041ae256-acbc-40f6-a067-cecfa8dd68f4,Dziale Technologicznym,Company / Business
042d49da-c94a-45fa-a76e-34f1b5133e53,Urzędu Żeglugi Śródlądowej,Government / Public Administration
042d49da-c94a-45fa-a76e-34f1b5133e53,Komisji Europejskiej,Government / Public Administration
042d49da-c94a-45fa-a76e-34f1b5133e53,Urzędy Żeglugi Śródlądowej,Government / Public Administration
042d49da-c94a-45fa-a76e-34f1b5133e53,NCBiR,Government / Public Administration
042d49da-c94a-45fa-a76e-34f1b5133e53,Rady,Government / Public Administration
042d49da-c94a-45fa-a76e-34f1b5133e53,Dyrektywa Parlamentu Europejskiego,Government / Public Administration
042d49da-c94a-45fa-a76e-34f1b5133e53,Grup Ekspertów RIS,Government / Public Administration
042d49da-c94a-45fa-a76e-34f1b5133e53,Urzędu,Government / Public Administration
042d49da-c94a-45fa-a76e-34f1b5133e53,Urząd Żeglugi Śródlądowej w Szczecinie,Government / Public Administration
042d49da-c94a-45fa-a76e-34f1b5133e53,europejskiej,International Organization / EU
042d49da-c94a-45fa-a76e-34f1b5133e53,NtS,Other / Unclear
042d49da-c94a-45fa-a76e-34f1b5133e53,Projekt Funkcjonalno-Użytkowy,Other / Unclear
042d49da-c94a-45fa-a76e-34f1b5133e53,Centrum RIS,Government / Public Administration
042d49da-c94a-45fa-a76e-34f1b5133e53,RIS,Government / Public Administration
042d49da-c94a-45fa-a76e-34f1b5133e53,Ministerstwa Infrastruktury,Government / Public Administration
0442b6dd-c3a0-4fe0-8279-829c1bc25c25,Państwo Polskie,Government / Public Administration
0442b6dd-c3a0-4fe0-8279-829c1bc25c25,III RP,Government / Public Administration
044f160a-e4a0-46e0-88c6-02cc0859ee0d,Alyx,Company / Business
044f160a-e4a0-46e0-88c6-02cc0859ee0d,EMYS,Other / Unclear
044f160a-e4a0-46e0-88c6-02cc0859ee0d,Universidade de Lisboa,Other / Unclear
044f160a-e4a0-46e0-88c6-02cc0859ee0d,ACCREA Bartłomiej Stanczyk,Company / Business
044f160a-e4a0-46e0-88c6-02cc0859ee0d,ParCEIRO,Other / Unclear
044f160a-e4a0-46e0-88c6-02cc0859ee0d,PWr,Other / Unclear
044f160a-e4a0-46e0-88c6-02cc0859ee0d,YouTube,Media / Publishing
044f160a-e4a0-46e0-88c6-02cc0859ee0d,Zespołu PWr,Other / Unclear
044f160a-e4a0-46e0-88c6-02cc0859ee0d,EXXOMOVE,Other / Unclear
044f160a-e4a0-46e0-88c6-02cc0859ee0d,Flash Robotics,Company / Business
044f160a-e4a0-46e0-88c6-02cc0859ee0d,ACCREA,Company / Business
044f160a-e4a0-46e0-88c6-02cc0859ee0d,SoCoRo,Other / Unclear
044f160a-e4a0-46e0-88c6-02cc0859ee0d,Zespo,Other / Unclear
044f160a-e4a0-46e0-88c6-02cc0859ee0d,Edinburgh,Other / Unclear
044f160a-e4a0-46e0-88c6-02cc0859ee0d,ReMeDi,Health / Hospitals / Medical
04a05619-37c5-4317-a315-83e358a0ad77,Nexus Polska,Company / Business
04a05619-37c5-4317-a315-83e358a0ad77,WCT,Other / Unclear
04a05619-37c5-4317-a315-83e358a0ad77,HL7 Polska,NGO / Association / Foundation
04a05619-37c5-4317-a315-83e358a0ad77,„Eskulap”,Health / Hospitals / Medical
04a05619-37c5-4317-a315-83e358a0ad77,Polskiego Stowarzyszenia HL7,NGO / Association / Foundation
04a05619-37c5-4317-a315-83e358a0ad77,Nexus,Company / Business
04a05619-37c5-4317-a315-83e358a0ad77,Unii Europejskiej,International Organization / EU
04a05619-37c5-4317-a315-83e358a0ad77,HL7 International,International Organization / EU
04a05619-37c5-4317-a315-83e358a0ad77,"""Eskulap""",Health / Hospitals / Medical
04a05619-37c5-4317-a315-83e358a0ad77,Nexus AG,Company / Business
04a35915-91e4-499b-8e37-c53ce6948919,PET-PCL,Other / Unclear
04a35915-91e4-499b-8e37-c53ce6948919,PIT,Other / Unclear
04a35915-91e4-499b-8e37-c53ce6948919,Marynarkę Wojenną RP,Government / Public Administration
04a35915-91e4-499b-8e37-c53ce6948919,PIT-RADWAR SA,Military / Defense / Security
04a35915-91e4-499b-8e37-c53ce6948919,Straż Graniczną,Military / Defense / Security
04a35915-91e4-499b-8e37-c53ce6948919,XY-SENSING sp. z o.o.,Company / Business
04a35915-91e4-499b-8e37-c53ce6948919,Wojsko Polskie,Military / Defense / Security
04a35915-91e4-499b-8e37-c53ce6948919,NATO STO,International Organization / EU
04a35915-91e4-499b-8e37-c53ce6948919,ZDPSR Soła,Government / Public Administration
04a35915-91e4-499b-8e37-c53ce6948919,PIT-RADWAR,Military / Defense / Security
04a35915-91e4-499b-8e37-c53ce6948919,RADWAR SA,Company / Business
04a35915-91e4-499b-8e37-c53ce6948919,RADWAR SA.,Company / Business
04a35915-91e4-499b-8e37-c53ce6948919,Member at Large,Other / Unclear
04a35915-91e4-499b-8e37-c53ce6948919,PZA Loara,Military / Defense / Security
04a35915-91e4-499b-8e37-c53ce6948919,FRONTEX,International Organization / EU
04a35915-91e4-499b-8e37-c53ce6948919,RONTEX,International Organization / EU
04a35915-91e4-499b-8e37-c53ce6948919,NATO Lecture Series,International Organization / EU
04a6d3cb-93f0-4535-b923-4515cb01d780,AEiE,Other / Unclear
04a6d3cb-93f0-4535-b923-4515cb01d780,YSMEL,Other / Unclear
04a6d3cb-93f0-4535-b923-4515cb01d780,WoS,Other / Unclear
04a6d3cb-93f0-4535-b923-4515cb01d780,Selfrag,Company / Business
04a6d3cb-93f0-4535-b923-4515cb01d780,SYSMEL,Other / Unclear
04a6d3cb-93f0-4535-b923-4515cb01d780,SCOPUS,Media / Publishing
04a6d3cb-93f0-4535-b923-4515cb01d780,FLSmidth,Company / Business
04a6d3cb-93f0-4535-b923-4515cb01d780,AMEplus,Company / Business
04a6d3cb-93f0-4535-b923-4515cb01d780,NCBiR,Government / Public Administration
04a6d3cb-93f0-4535-b923-4515cb01d780,GlobeCore,Company / Business
04a6d3cb-93f0-4535-b923-4515cb01d780,EIT RawMaterials,International Organization / EU
04a6d3cb-93f0-4535-b923-4515cb01d780,OPMO,Military / Defense / Security
04a6d3cb-93f0-4535-b923-4515cb01d780,TUBAF Freiberg,Other / Unclear
04a6d3cb-93f0-4535-b923-4515cb01d780,ELTRAF,Company / Business
04e099a7-5c21-4129-a623-091886cc113d,Uniwersytecie w Nikozji,Other / Unclear
04e099a7-5c21-4129-a623-091886cc113d,Długos,Other / Unclear
04e099a7-5c21-4129-a623-091886cc113d,Uniwersytecie,Other / Unclear
04e099a7-5c21-4129-a623-091886cc113d,Uniwersytecie Witolda Wielkiego w Kownie,Other / Unclear
04e099a7-5c21-4129-a623-091886cc113d,Uniwersytecie Witolda Wielkiego,Other / Unclear
04e099a7-5c21-4129-a623-091886cc113d,Uniwersytecie w Hradec Kralowe,Other / Unclear
04f6836e-0f80-48d3-b64d-37bd4949ffa3,zor,Other / Unclear
04f6836e-0f80-48d3-b64d-37bd4949ffa3,CLOR,Other / Unclear
04f6836e-0f80-48d3-b64d-37bd4949ffa3,Urząd Federalny Ochrony Radiologicznej,Government / Public Administration
04f6836e-0f80-48d3-b64d-37bd4949ffa3,RSW,Media / Publishing
04f6836e-0f80-48d3-b64d-37bd4949ffa3,Głównego Inspektora Ochrony Środowiska,Government / Public Administration
04f6836e-0f80-48d3-b64d-37bd4949ffa3,BfS,Other / Unclear
04f6836e-0f80-48d3-b64d-37bd4949ffa3,Badawczy,Other / Unclear
04f6836e-0f80-48d3-b64d-37bd4949ffa3,owi,Other / Unclear
04f6836e-0f80-48d3-b64d-37bd4949ffa3,Stowarzyszeniu Nowoczesne Budynki,NGO / Association / Foundation
04f6836e-0f80-48d3-b64d-37bd4949ffa3,Radonowe Stanowisko Wzorcowe,Health / Hospitals / Medical
04f6836e-0f80-48d3-b64d-37bd4949ffa3,Generalnego Dyrektora Ochrony Środowiska,Government / Public Administration
0503a6aa-3b50-4e51-b5cf-1d6dc84b766f,IHS UŁ,Other / Unclear
05348605-ac86-4f33-b7c2-c2a1c32217de,Teatr Emigrant,Cultural Institution / Arts
05348605-ac86-4f33-b7c2-c2a1c32217de,Amiga Info Point,Other / Unclear
05348605-ac86-4f33-b7c2-c2a1c32217de,MIP,Other / Unclear
05348605-ac86-4f33-b7c2-c2a1c32217de,Oxfam International,International Organization / EU
05348605-ac86-4f33-b7c2-c2a1c32217de,Monachium,Other / Unclear
05348605-ac86-4f33-b7c2-c2a1c32217de,Urzędu Miasta Monachium,Government / Public Administration
05348605-ac86-4f33-b7c2-c2a1c32217de,MIP-u,Other / Unclear
05348605-ac86-4f33-b7c2-c2a1c32217de,Migrant Info Point,NGO / Association / Foundation
05348605-ac86-4f33-b7c2-c2a1c32217de,Europejskiej,International Organization / EU
05412fa3-afb4-4791-b227-cb8dcc762465,Europejskie Stowarzyszenie Szkół Filmowych GEECT,NGO / Association / Foundation
05412fa3-afb4-4791-b227-cb8dcc762465,Filmoteka Narodowa,Government / Public Administration
05412fa3-afb4-4791-b227-cb8dcc762465,Warszawa FINA,Cultural Institution / Arts
05412fa3-afb4-4791-b227-cb8dcc762465,Westminister Univeristy,Government / Public Administration
05412fa3-afb4-4791-b227-cb8dcc762465,łódzkiej Szkoły Filmowej,Cultural Institution / Arts
05412fa3-afb4-4791-b227-cb8dcc762465,Biblioteki Scenariuszy,Education (non-university)
05412fa3-afb4-4791-b227-cb8dcc762465,Film,Cultural Institution / Arts
05412fa3-afb4-4791-b227-cb8dcc762465,Filmpolski.pl,Media / Publishing
05412fa3-afb4-4791-b227-cb8dcc762465,Łódź Film School,Cultural Institution / Arts
05412fa3-afb4-4791-b227-cb8dcc762465,PWFSTviT,Media / Publishing
05412fa3-afb4-4791-b227-cb8dcc762465,Szkoły Filmowej,Cultural Institution / Arts
05412fa3-afb4-4791-b227-cb8dcc762465,Archiwum Filmowym,Government / Public Administration
05412fa3-afb4-4791-b227-cb8dcc762465,Archiwum PWSFTviT,Government / Public Administration
05412fa3-afb4-4791-b227-cb8dcc762465,Reusing,Other / Unclear
05412fa3-afb4-4791-b227-cb8dcc762465,Short Films,Cultural Institution / Arts
05412fa3-afb4-4791-b227-cb8dcc762465,Muzeum Sztuki Nowoczesnej w Warszawie,Cultural Institution / Arts
05412fa3-afb4-4791-b227-cb8dcc762465,PWSFTviT,Media / Publishing
054916cc-5ec3-482c-8bde-0b61ccbac164,APS-,Other / Unclear
054916cc-5ec3-482c-8bde-0b61ccbac164,Psychologii Klinicznej,Health / Hospitals / Medical
054916cc-5ec3-482c-8bde-0b61ccbac164,POWR,Government / Public Administration
054916cc-5ec3-482c-8bde-0b61ccbac164,RICA,Other / Unclear
054916cc-5ec3-482c-8bde-0b61ccbac164,ENTER Mental Health Network,Health / Hospitals / Medical
054916cc-5ec3-482c-8bde-0b61ccbac164,APS,Other / Unclear
0578fef8-5270-4ddb-b2bc-55df038dc5f7,Zakładach Górniczych KGHM Polska Miedź S.A.,Company / Business
0578fef8-5270-4ddb-b2bc-55df038dc5f7,Instytucie KOMAG,Other / Unclear
0578fef8-5270-4ddb-b2bc-55df038dc5f7,Zakładach Górniczych KGHM Polska Miedź S.A,Company / Business
0578fef8-5270-4ddb-b2bc-55df038dc5f7,KGHM-ZANAM,Company / Business
05889807-e21b-4efe-8ec1-ba1ee3c79fe6,Cryotherapy Global Market Trajectory&Analytics,Other / Unclear
05889807-e21b-4efe-8ec1-ba1ee3c79fe6,Scientific American,Media / Publishing
05889807-e21b-4efe-8ec1-ba1ee3c79fe6,Polskiego Towarzystwa Stwardnienia Rozsianego,NGO / Association / Foundation
05889807-e21b-4efe-8ec1-ba1ee3c79fe6,Instytucie Niskich Temperatur,Other / Unclear
05889807-e21b-4efe-8ec1-ba1ee3c79fe6,NFZ,Government / Public Administration
05889807-e21b-4efe-8ec1-ba1ee3c79fe6,Cryohealthcare Kanada,Health / Hospitals / Medical
05889807-e21b-4efe-8ec1-ba1ee3c79fe6,Zarządu Cryohealth LLC,Government / Public Administration
05889807-e21b-4efe-8ec1-ba1ee3c79fe6,KrioSystem - Polska,Company / Business
05889807-e21b-4efe-8ec1-ba1ee3c79fe6,Światowy Kongres Chłodnictwa,International Organization / EU
05889807-e21b-4efe-8ec1-ba1ee3c79fe6,KrioSystem,Company / Business
05889807-e21b-4efe-8ec1-ba1ee3c79fe6,KOSM,Other / Unclear
05889807-e21b-4efe-8ec1-ba1ee3c79fe6,Międzynarodowej grupy badawcze,Government / Public Administration
059593c3-b070-4dd9-9194-77689798c21d,GL Optic,Government / Public Administration
059593c3-b070-4dd9-9194-77689798c21d,Polskiej Normy,Other / Unclear
05cfce2d-3eb8-4f5b-a50d-1403186f06b0,Creative Desk Europe,International Organization / EU
05cfce2d-3eb8-4f5b-a50d-1403186f06b0,Hardkon Larpers Retreat,Government / Public Administration
05cfce2d-3eb8-4f5b-a50d-1403186f06b0,NGO,NGO / Association / Foundation
05cfce2d-3eb8-4f5b-a50d-1403186f06b0,Teatrikon,Cultural Institution / Arts
05cfce2d-3eb8-4f5b-a50d-1403186f06b0,Min. Rozwoju,Government / Public Administration
05cfce2d-3eb8-4f5b-a50d-1403186f06b0,Min. Edukacji,Education (non-university)
05cfce2d-3eb8-4f5b-a50d-1403186f06b0,Radzie Progr.,Government / Public Administration
05cfce2d-3eb8-4f5b-a50d-1403186f06b0,Rebel.pl,Company / Business
05cfce2d-3eb8-4f5b-a50d-1403186f06b0,MSZ,Government / Public Administration
05cfce2d-3eb8-4f5b-a50d-1403186f06b0,MKiDN,Government / Public Administration
05cfce2d-3eb8-4f5b-a50d-1403186f06b0,Kraj. Izba Producentów Audiowiz.,Government / Public Administration
05cfce2d-3eb8-4f5b-a50d-1403186f06b0,Zesp. Sterującym Programu MKiDN,Government / Public Administration
05cfce2d-3eb8-4f5b-a50d-1403186f06b0,Radzie Progr,Government / Public Administration
05cfce2d-3eb8-4f5b-a50d-1403186f06b0,GAMEHIGHED,Other / Unclear
05cfce2d-3eb8-4f5b-a50d-1403186f06b0,Fund. Indie Games Polska,NGO / Association / Foundation
05cfce2d-3eb8-4f5b-a50d-1403186f06b0,Game Developers Conference,Cultural Institution / Arts
05cfce2d-3eb8-4f5b-a50d-1403186f06b0,PARP,Government / Public Administration
05cfce2d-3eb8-4f5b-a50d-1403186f06b0,BiR,Other / Unclear
05cfce2d-3eb8-4f5b-a50d-1403186f06b0,BelGameDev,NGO / Association / Foundation
05cfce2d-3eb8-4f5b-a50d-1403186f06b0,Funreal,Company / Business
05cfce2d-3eb8-4f5b-a50d-1403186f06b0,Izba Producentów Audiowiz.,Government / Public Administration
05cfce2d-3eb8-4f5b-a50d-1403186f06b0,Gamescom,Cultural Institution / Arts
05cfce2d-3eb8-4f5b-a50d-1403186f06b0,International Games-Ed Seminar,International Organization / EU
05cfce2d-3eb8-4f5b-a50d-1403186f06b0,iDN,Other / Unclear
05cfce2d-3eb8-4f5b-a50d-1403186f06b0,Fundacji Indie Games Polska,NGO / Association / Foundation
05cfce2d-3eb8-4f5b-a50d-1403186f06b0,Deloitte,Company / Business
05de10ff-f49a-4ae9-a488-855f9273d25c,PWT,Other / Unclear
05de10ff-f49a-4ae9-a488-855f9273d25c,Rinnovamento nello Spirito Santo,NGO / Association / Foundation
05de10ff-f49a-4ae9-a488-855f9273d25c,ekai.,Media / Publishing
05de10ff-f49a-4ae9-a488-855f9273d25c,Now,Other / Unclear
05de10ff-f49a-4ae9-a488-855f9273d25c,Radio Kraków,Media / Publishing
05de10ff-f49a-4ae9-a488-855f9273d25c,Nie,Other / Unclear
05de10ff-f49a-4ae9-a488-855f9273d25c,Pastores,Other / Unclear
05de10ff-f49a-4ae9-a488-855f9273d25c,Słowa Bożego,Other / Unclear
05de10ff-f49a-4ae9-a488-855f9273d25c,Galilea,Religious Organization
05de10ff-f49a-4ae9-a488-855f9273d25c,Don Bosco,Religious Organization
05de10ff-f49a-4ae9-a488-855f9273d25c,Radio Maryja,Media / Publishing
05de10ff-f49a-4ae9-a488-855f9273d25c,Brac,Other / Unclear
05de10ff-f49a-4ae9-a488-855f9273d25c,Radio Rodzina,Media / Publishing
05de10ff-f49a-4ae9-a488-855f9273d25c,IMAS International,International Organization / EU
05de10ff-f49a-4ae9-a488-855f9273d25c,Kościoła,Religious Organization
05de10ff-f49a-4ae9-a488-855f9273d25c,Polskie Radio Dwójka,Media / Publishing
05de10ff-f49a-4ae9-a488-855f9273d25c,Bractwo Słowa Bożego,Religious Organization
05f8fd27-d54b-4106-bba7-767c54eda508,Urzędem,Government / Public Administration
05f8fd27-d54b-4106-bba7-767c54eda508,Jeronimo Martins Polska S.A & Lidl,Company / Business
05f8fd27-d54b-4106-bba7-767c54eda508,Grupa Carlsberg,Company / Business
05f8fd27-d54b-4106-bba7-767c54eda508,Żywiec,Company / Business
05f8fd27-d54b-4106-bba7-767c54eda508,GFK Polonia 2019,Company / Business
05f8fd27-d54b-4106-bba7-767c54eda508,IBPRS,Other / Unclear
05f8fd27-d54b-4106-bba7-767c54eda508,GFK Polonia,Company / Business
05f8fd27-d54b-4106-bba7-767c54eda508,EFSA,International Organization / EU
05f8fd27-d54b-4106-bba7-767c54eda508,Jeronimo Martins,Company / Business
05f8fd27-d54b-4106-bba7-767c54eda508,Carlsberg,Company / Business
05f8fd27-d54b-4106-bba7-767c54eda508,Grupa Żywiec,Company / Business
05fb8709-b7e6-4284-b643-b13a2bfe05ee,WPR,Government / Public Administration
05fb8709-b7e6-4284-b643-b13a2bfe05ee,Ministerstwo Rolnictwa,Government / Public Administration
05fb8709-b7e6-4284-b643-b13a2bfe05ee,Ministerstwa,Government / Public Administration
05fb8709-b7e6-4284-b643-b13a2bfe05ee,Juchowo Farm,Company / Business
05fb8709-b7e6-4284-b643-b13a2bfe05ee,ODRów,Other / Unclear
05fb8709-b7e6-4284-b643-b13a2bfe05ee,Unii Europejskiej,International Organization / EU
05fb8709-b7e6-4284-b643-b13a2bfe05ee,Lokalna Grupa Działania „Gościnna Wielkopolska,Company / Business
05fb8709-b7e6-4284-b643-b13a2bfe05ee,Unijnej Strategii Na Rzecz Ochrony Bioróżnorodności,International Organization / EU
05fb8709-b7e6-4284-b643-b13a2bfe05ee,Lokalna Grupa Działania „Gościnna Wielkopolska”,Company / Business
